DISENO,Gramaje,PLANTA,GAP LO(mm),GAP LT(mm),Temp Horno 1,Temp Horno 2,Temp Horno 3,Temp Horno 4,Temp Horno 5,Temp Horno 6,Vel Vent Horno 1,Vel Vent Horno 2,Vel Vent Horno 3,Vel Vent Horno 4,Vel Vent Horno 5,Vel Vent Horno 6,Vel Linea,PESO IMPREGNADO LO1,PESO IMPREGNADO LC,PESO IMPREGNADO LT1,VOLATILES LO2,VOLATILES LC2,VOLATILES LT2,FLUIDEZ,ESTADO B LO3,ESTADO B LC3,ESTADO B LT3
4,65,0,0.101,0.107,135,135,135,213,217,136,1250,1250,1250,1300,1200,1100,33,164.0,163.6,168.1,6.0,5.3,6.2,4.8,17.3,38.5,18.2
4,65,0,0.101,0.107,135,135,135,216,220,136,1250,1250,1250,1300,1200,1100,33,164.8,163.0,164.7,6.7,5.5,6.0,5.0,13.7,34.6,17.0
4,65,0,0.101,0.107,135,135,135,216,220,136,1250,1250,1250,1300,1200,1100,33,164.8,163.0,164.7,6.7,5.5,6.0,5.0,13.7,34.6,17.0
4,65,0,0.101,0.107,134,134,134,217,221,136,1250,1250,1250,1300,1200,1100,33,163.5,163.9,166.6,6.6,5.6,7.0,4.6,22.6,45.6,26.64
4,65,0,0.101,0.107,134,134,134,217,221,136,1250,1250,1250,1300,1200,1100,33,163.5,163.9,166.6,6.6,5.6,7.0,4.6,22.6,45.6,26.64
5,65,0,0.101,0.107,134,134,134,217,221,136,1250,1250,1250,1300,1200,1100,33,166.9,163.8,168.3,6.1,5.1,5.8,2.6,26.2,52.3,36.7
5,65,0,0.101,0.107,134,134,134,217,221,136,1250,1250,1250,1300,1200,1100,33,166.9,163.8,168.3,6.1,5.1,5.8,2.6,26.2,52.3,36.7
5,65,0,0.101,0.107,134,134,134,217,221,136,1250,1250,1250,1300,1200,1100,33,167.5,164.3,167.7,6.3,5.2,6.1,2.5,25.6,47.9,30.45
5,65,0,0.101,0.107,134,134,134,217,221,136,1250,1250,1250,1300,1200,1100,33,167.5,164.3,167.7,6.3,5.2,6.1,2.5,25.6,47.9,30.45
5,65,0,0.101,0.107,134,134,134,217,221,136,1250,1250,1250,1300,1200,1100,33,165.8,163.3,166.6,6.4,5.2,6.2,2.5,25.4,46.6,27.78
5,65,0,0.101,0.107,134,134,134,217,221,136,1250,1250,1250,1300,1200,1100,33,165.8,163.3,166.6,6.4,5.2,6.2,2.5,25.4,46.6,27.78
9,68,1,0.105,0.11,136,136,136,219,222,137,1300,1300,1300,1350,1200,1100,33,168.7,166.8,173.3,6.6,5.2,6.3,3.3,23.6,53.3,28.9
9,68,1,0.105,0.11,136,136,136,219,222,137,1300,1300,1300,1350,1200,1100,33,169.7,168.8,172.6,6.5,5.3,6.6,3.5,26.5,49.0,30.4
9,68,1,0.105,0.11,136,136,136,219,222,137,1300,1300,1300,1350,1200,1100,33,170.5,169.0,173.5,6.6,5.4,6.3,4.0,27.6,55.5,26.6
9,68,1,0.105,0.11,136,136,136,219,222,137,1300,1300,1300,1350,1200,1100,33,168.9,168.8,174.2,6.5,5.5,6.7,4.4,28.4,53.6,27.7
9,68,1,0.104,0.109,136,136,136,219,222,137,1300,1300,1300,1350,1200,1100,33,168.2,171.0,172.3,6.1,5.4,6.4,4.1,20.0,43.6,23.6
9,68,1,0.104,0.109,136,136,136,219,222,137,1300,1300,1300,1350,1200,1100,33,170.9,170.4,170.0,6.3,5.1,6.0,3.0,23.9,57.4,26.0
3,70,1,0.118,0.123,140,140,140,219,222,139,1300,1300,1300,1350,1250,1100,33,178.9,177.7,178.2,7.0,5.8,6.8,6.3,19.7,40.2,14.5
3,70,1,0.118,0.123,143,143,143,220,223,140,1300,1300,1300,1350,1250,1100,33,176.1,178.3,180.1,6.3,5.2,5.7,3.4,33.6,69.6,36.0
3,70,1,0.118,0.123,142,142,142,218,222,138,1300,1300,1300,1350,1250,1100,33,176.7,177.4,179.7,6.3,5.1,6.1,3.1,30.2,66.3,37.3
3,70,1,0.118,0.123,142,142,142,218,222,138,1300,1300,1300,1350,1250,1100,33,175.6,177.2,177.9,5.7,5.0,5.7,2.9,40.0,65.0,42.0
3,70,1,0.118,0.123,142,142,142,218,222,138,1300,1300,1300,1350,1200,1100,33,178.3,176.6,176.1,6.6,5.0,5.9,3.1,30.2,75.5,45.8
3,70,1,0.118,0.123,142,142,142,218,222,138,1300,1300,1300,1350,1200,1100,33,175.2,177.7,180.0,6.5,5.4,6.2,4.9,19.1,53.0,24.2
11,70,1,0.118,0.123,142,142,142,218,222,138,1300,1300,1300,1350,1200,1100,33,180.4,178.8,177.3,7.0,5.6,6.1,3.9,22.4,58.5,30.2
11,70,1,0.118,0.123,142,142,142,218,222,138,1300,1300,1300,1350,1200,1100,33,178.5,176.2,176.6,6.6,5.3,5.8,4.5,18.5,43.2,23.9
